id_right,id_mapped
91666,306
1345430,307
419878,308
1485719,309
1873128,310
757275,311
1403894,312
1673417,313
584763,314
1723712,315
2069560,316
1044169,317
555596,318
1856044,319
623221,320
1995291,321
366576,322
163766,323
558726,324
1073420,325
2450395,326
1051928,327
2312649,328
1446100,329
1391289,330
1101117,331
2408947,332
2081828,333
171510,334
2077207,335
1480579,336
152050,337
654923,338
932418,339
884779,340
2274110,341
158459,342
347765,343
1777683,344
648665,345
623412,346
68156,347
766917,348
2107567,349
1175233,350
559683,351
1860418,352
1795667,353
1641718,354
574117,355
1620310,356
588350,357
427966,358
972640,359
1292812,360
1356702,361
1445684,362
1803479,363
1870842,364
552668,365
650568,366
984901,367
1529682,368
474981,369
1956869,370
1183594,371
1466062,372
1882592,373
476247,374
1807325,375
800099,376
1726336,377
1440063,378
1495226,379
2115864,380
1458026,381
1082122,382
390760,383
1851753,384
2279163,385
343570,386
1254450,387
1055404,388
2220055,389
1797122,390
14788,391
1810127,392
1579833,393
1370153,394
1841256,395
1494651,396
2323590,397
2066901,398
1604353,399
2139078,400
1737480,401
1236792,402
1875980,403
2407778,404
1786772,405
1267642,406
1067024,407
2037941,408
345640,409
833080,410
485187,411
349322,412
534282,413
388444,414
17745,415
1969335,416
1537515,417
1436720,418
1862274,419
1488513,420
1422369,421
2435239,422
1287083,423
2189972,424
702421,425
1742534,426
6320,427
1616636,428
299284,429
732296,430
1985759,431
1702879,432
362047,433
376188,434
1495839,435
63546,436
1752379,437
1136718,438
450285,439
1356906,440
354903,441
1316363,442
1826749,443
2123091,444
48847,445
1102397,446
1013641,447
1576938,448
130525,449
911160,450
525908,451
767129,452
2396957,453
639344,454
1267370,455
2346755,456
1021068,457
619144,458
301736,459
216249,460
2114779,461
59666,462
1974356,463
2216600,464
489896,465
46973,466
1687126,467
668492,468
2118536,469
873714,470
315108,471
213039,472
1233285,473
831616,474
156093,475
1843132,476
827610,477
1406414,478
1404779,479
1199316,480
1363803,481
1626543,482
1896258,483
1375114,484
1648022,485
2305969,486
1621203,487
419572,488
1942794,489
2179059,490
1473371,491
1861654,492
2097080,493
961043,494
2340793,495
1296527,496
1676613,497
1731527,498
1631593,499
1939015,500
2293112,501
416818,502
645193,503
1394832,504
184790,505
1723971,506
11904,507
2124902,508
1195960,509
625837,510
1085126,511
2341992,512
1757853,513
1788677,514
1317778,515
51808,516
1038364,517
2423882,518
619314,519
764545,520
1690412,521
358455,522
1440482,523
1311247,524
621376,525
1876473,526
649143,527
1073137,528
2218039,529
1369906,530
914474,531
445831,532
1535993,533
1476328,534
2056359,535
1561,536
319078,537
139624,538
1717853,539
278413,540
2266376,541
130843,542
1642797,543
689598,544
1819802,545
2297570,546
1706190,547
1748911,548
471380,549
760624,550
1350053,551
1996237,552
2188281,553
1152117,554
196795,555
177478,556
420550,557
680594,558
1787392,559
1082432,560
1447927,561
2034876,562
1058159,563
1790879,564
547773,565
336620,566
1324779,567
522837,568
760244,569
1187825,570
1593535,571
418064,572
2161778,573
1770607,574
2296376,575
74455,576
481449,577
902151,578
1872235,579
1479225,580
232588,581
1762263,582
1578496,583
1272164,584
466611,585
1476120,586
2406781,587
557176,588
602881,589
1684794,590
572594,591
1369147,592
228276,593
490008,594
2445392,595
609296,596
2015504,597
1092073,598
1929302,599
2232136,600
2153506,601
189869,602
1997231,603
769369,604
1453209,605
1382040,606
1440872,607
1172918,608
1274248,609
587440,610
2315585,611
56032,612
2265557,613
640174,614
742105,615
198861,616
1846895,617
1831487,618
363709,619
1853099,620
1300577,621
1479629,622
1227950,623
204351,624
408665,625
371535,626
936815,627
1245563,628
2228749,629
1578090,630
1633341,631
833753,632
2365374,633
1444531,634
1957958,635
130292,636
2117506,637
1134389,638
1643482,639
1344207,640
286435,641
1291504,642
796098,643
1031914,644
1994268,645
1649013,646
1581957,647
187930,648
1001551,649
1831109,650
1768943,651
903194,652
1699617,653
439607,654
879740,655
2339742,656
1640380,657
907976,658
1134597,659
1743367,660
1948774,661
2268635,662
739777,663
2332797,664
2172875,665
2162452,666
2272841,667
1219336,668
930688,669
1082950,670
1281750,671
1651054,672
2246520,673
238859,674
1955775,675
2206862,676
2198819,677
299009,678
12699,679
80289,680
1756314,681
1666885,682
521269,683
1586850,684
2309594,685
16130,686
732539,687
1278079,688
1240802,689
735389,690
2285691,691
1436117,692
1141961,693
1227396,694
284213,695
838659,696
1085595,697
1222277,698
1261009,699
761095,700
2374850,701
1924303,702
94174,703
587031,704
2343378,705
1360854,706
1651218,707
150455,708
1675537,709
486042,710
1687393,711
2111603,712
1866031,713
92993,714
808499,715
630308,716
279165,717
38860,718
1051260,719
117925,720
1405501,721
1636589,722
1428707,723
590139,724
1951207,725
376531,726
2195727,727
916079,728
1852911,729
660914,730
301977,731
146612,732
38481,733
111997,734
1438246,735
1541865,736
2262357,737
732893,738
721263,739
66628,740
1136220,741
507466,742
223970,743
983584,744
1314723,745
548960,746
142185,747
154120,748
1132551,749
414725,750
2256244,751
948107,752
2012196,753
1446924,754
893863,755
21209,756
1436432,757
2373688,758
171515,759
1097033,760
438752,761
1928336,762
1865684,763
2287888,764
2446304,765
2056171,766
2371390,767
609990,768
1516592,769
1970590,770
2178443,771
635893,772
468029,773
52949,774
383321,775
1342771,776
1919812,777
1485194,778
2146945,779
784366,780
385494,781
1767191,782
632660,783
2104824,784
47063,785
1889894,786
1024600,787
1148670,788
592419,789
1773765,790
1873586,791
2359398,792
1905931,793
1815085,794
1656129,795
335995,796
1965384,797
1762869,798
1251703,799
969401,800
2033506,801
354200,802
1266900,803
1113459,804
380953,805
2229904,806
2018592,807
826394,808
2132423,809
1680926,810
1872997,811
2418607,812
1041047,813
1449595,814
1736239,815
1031682,816
1329831,817
1095995,818
2367619,819
993318,820
2194219,821
2229948,822
287440,823
1155498,824
537397,825
1950155,826
938318,827
1025705,828
1641586,829
2424136,830
286304,831
545582,832
1533985,833
12232,834
1762934,835
1124533,836
2229616,837
1909556,838
1527768,839
359481,840
604517,841
309360,842
614037,843
1647274,844
2156713,845
1643649,846
1820555,847
1098380,848
1512557,849
242173,850
271517,851
1028446,852
2051504,853
2266051,854
2291029,855
652227,856
804473,857
1483902,858
400538,859
1887435,860
2237341,861
566998,862
488489,863
1924166,864
2112900,865
1101595,866
2020287,867
462531,868
629117,869
885073,870
191368,871
1812443,872
1756375,873
735779,874
1062964,875
533989,876
1165107,877
686158,878
405385,879
2126114,880
629453,881
846051,882
499850,883
1784961,884
2427578,885
1681668,886
982671,887
920311,888
660323,889
2129233,890
2071199,891
962689,892
1573765,893
2359686,894
1466305,895
1971570,896
1920078,897
1108997,898
188681,899
1576641,900
2086790,901
1533076,902
2239180,903
2218321,904
274722,905
178885,906
2455917,907
951927,908
1133459,909
941904,910
384165,911
2403371,912
1966183,913
1316007,914
195274,915
1601355,916
430553,917
1126316,918
582858,919
1462125,920
2365679,921
193074,922
153103,923
986476,924
745513,925
404080,926
1384312,927
480911,928
1307019,929
1531457,930
869671,931
49322,932
2288218,933
1387161,934
2069937,935
1857115,936
1922545,937
849558,938
2086065,939
2331954,940
533423,941
424509,942
1631900,943
446545,944
2202373,945
493674,946
2064636,947
259203,948
998120,949
1180634,950
2233350,951
360535,952
55162,953
1078539,954
1301705,955
1881708,956
1742484,957
1361665,958
50844,959
1865783,960
2084891,961
1401872,962
2120927,963
1736528,964
1365969,965
1107669,966
1450156,967
833029,968
359352,969
1593533,970
2369938,971
1054325,972
301441,973
206354,974
1739835,975
1151438,976
992200,977
1641803,978
955358,979
376471,980
2440088,981
465571,982
1023220,983
767350,984
1504828,985
426776,986
1328473,987
131842,988
1114130,989
889313,990
2309833,991
621430,992
320332,993
2326300,994
2245701,995
1325860,996
2370375,997
239812,998
1570369,999
1989806,1000
666954,1001
854184,1002
2339707,1003
2277293,1004
1410326,1005
1050121,1006
1313260,1007
905119,1008
991693,1009
2159376,1010
1016236,1011
2249596,1012
1636859,1013
2062306,1014
368504,1015
2387543,1016
2432898,1017
234130,1018
495680,1019
1302715,1020
1375212,1021
287719,1022
1104005,1023
1129708,1024
391484,1025
804077,1026
1656861,1027
924574,1028
482290,1029
867762,1030
1889646,1031
1133128,1032
2433142,1033
1407482,1034
826405,1035
1334233,1036
1980755,1037
2220676,1038
1298511,1039
1507559,1040
1408651,1041
12390,1042
1552146,1043
2276142,1044
1522824,1045
1732792,1046
232713,1047
2159987,1048
491078,1049
1572989,1050
1840994,1051
2129928,1052
450721,1053
143398,1054
545563,1055
1561923,1056
354391,1057
1422740,1058
1658407,1059
598393,1060
2251915,1061
628096,1062
2067837,1063
1342318,1064
852338,1065
2400087,1066
254940,1067
310482,1068
1153569,1069
1733450,1070
2244806,1071
2081494,1072
1335472,1073
861450,1074
2178119,1075
629721,1076
595226,1077
797444,1078
1164585,1079
2399371,1080
692727,1081
803519,1082
2055863,1083
1146858,1084
1227269,1085
620327,1086
2139361,1087
1693290,1088
1584503,1089
2000699,1090
1403418,1091
842198,1092
1386001,1093
2341442,1094
1794479,1095
991671,1096
2286075,1097
117348,1098
793555,1099
1306169,1100
1292018,1101
883720,1102
2185021,1103
679375,1104
1370362,1105
1206244,1106
742449,1107
1339636,1108
440510,1109
443818,1110
358890,1111
761209,1112
927958,1113
491686,1114
595601,1115
1075907,1116
1252328,1117
1886298,1118
827412,1119
870938,1120
163637,1121
1506653,1122
1435673,1123
1684883,1124
1035421,1125
699468,1126
793005,1127
367,1128
1978712,1129
514170,1130
2336497,1131
158818,1132
2247225,1133
563593,1134
583802,1135
1000868,1136
1128395,1137
1064603,1138
1296121,1139
687676,1140
1158259,1141
1218201,1142
116351,1143
1526488,1144
1580973,1145
141413,1146
1945280,1147
1399070,1148
2355801,1149
357576,1150
2424624,1151
1088706,1152
1845006,1153
1557013,1154
1421053,1155
389696,1156
455385,1157
745718,1158
51030,1159
1226318,1160
1594747,1161
2130865,1162
1411538,1163
2398840,1164
896341,1165
1418115,1166
714894,1167
1682097,1168
583673,1169
569280,1170
607537,1171
1689302,1172
209960,1173
63955,1174
1585566,1175
255536,1176
512807,1177
601050,1178
1213868,1179
1795057,1180
2326912,1181
1233957,1182
316021,1183
881051,1184
635767,1185
1800231,1186
1836290,1187
720396,1188
2095122,1189
2217572,1190
1824878,1191
871225,1192
1258351,1193
329606,1194
793161,1195
326833,1196
1282933,1197
666049,1198
18951,1199
2338669,1200
1820171,1201
663100,1202
2156531,1203
1650716,1204
1573819,1205
1666476,1206
81158,1207
1948418,1208
1226888,1209
871179,1210
1099421,1211
1229770,1212
1412017,1213
1574455,1214
1066150,1215
1938337,1216
1700110,1217
434928,1218
2270540,1219
377613,1220
560125,1221
88314,1222
394765,1223
888054,1224
2214389,1225
1648953,1226
305075,1227
926357,1228
1359499,1229
1396738,1230
2316698,1231
715533,1232
1425659,1233
2366560,1234
1982463,1235
1212823,1236
2339319,1237
1847838,1238
2386043,1239
2015810,1240
2219674,1241
2266522,1242
2322266,1243
2155266,1244
2284763,1245
934135,1246
916708,1247
1651262,1248
1043665,1249
1026572,1250
1240301,1251
1028862,1252
863730,1253
219818,1254
1103898,1255
158116,1256
1265636,1257
870495,1258
1491189,1259
1114876,1260
575961,1261
1074764,1262
859472,1263
676885,1264
154245,1265
1096972,1266
229100,1267
1026651,1268
1104711,1269
1767886,1270
608515,1271
345155,1272
11726,1273
736900,1274
1174890,1275
1910945,1276
745335,1277
1684649,1278
1653841,1279
2385612,1280
1011303,1281
1530650,1282
1694583,1283
2409736,1284
1776486,1285
668403,1286
1924819,1287
2009807,1288
1691127,1289
1917377,1290
832625,1291
851916,1292
1501662,1293
1523423,1294
1114818,1295
282004,1296
826788,1297
1103809,1298
459721,1299
2406181,1300
2335843,1301
910434,1302
2449143,1303
663887,1304
2309486,1305
1525056,1306
1171659,1307
1897942,1308
787914,1309
535783,1310
1442650,1311
1611678,1312
1099813,1313
426292,1314
943371,1315
508577,1316
1518761,1317
2382128,1318
80201,1319
1474817,1320
1155575,1321
642432,1322
1931939,1323
739744,1324
2183244,1325
146957,1326
2113692,1327
521623,1328
100268,1329
1667544,1330
1795967,1331
368538,1332
241929,1333
466187,1334
2095518,1335
1434645,1336
231171,1337
493243,1338
2046014,1339
1666537,1340
207013,1341
780626,1342
452149,1343
2047504,1344
328637,1345
910305,1346
50176,1347
564732,1348
824704,1349
43516,1350
1694514,1351
1934459,1352
1563226,1353
1185283,1354
831218,1355
1735915,1356
203247,1357
1101983,1358
504196,1359
730527,1360
1566513,1361
2325965,1362
1760395,1363
2198918,1364
1486121,1365
168608,1366
1227120,1367
1123190,1368
1672423,1369
813667,1370
301994,1371
1908303,1372
2217443,1373
113075,1374
2059255,1375
2209916,1376
2317287,1377
134446,1378
898997,1379
475066,1380
1962911,1381
241395,1382
2207443,1383
1769898,1384
2390887,1385
2060635,1386
975281,1387
121555,1388
1201129,1389
483325,1390
1031885,1391
2175465,1392
479910,1393
621425,1394
1609637,1395
166306,1396
1277727,1397
2372638,1398
685018,1399
1986361,1400
1748124,1401
2199815,1402
1336321,1403
2009839,1404
986188,1405
826390,1406
285995,1407
239731,1408
2086216,1409
1496224,1410
2243339,1411
1309363,1412
1943478,1413
1524333,1414
1796198,1415
1790585,1416
1697596,1417
1764564,1418
2096053,1419
1391419,1420
2077819,1421
1246343,1422
703016,1423
2445280,1424
2035626,1425
119501,1426
1949923,1427
1614133,1428
785894,1429
1314869,1430
899626,1431
1706820,1432
1111677,1433
1514883,1434
1388952,1435
628644,1436
896359,1437
60537,1438
586362,1439
568815,1440
487193,1441
2449387,1442
360662,1443
20515,1444
1784722,1445
2431236,1446
1409525,1447
282453,1448
1846446,1449
2103554,1450
563379,1451
106715,1452
788561,1453
1657583,1454
1575275,1455
506867,1456
1987535,1457
233692,1458
460112,1459
767826,1460
2403843,1461
191056,1462
683428,1463
2014312,1464
285500,1465
469971,1466
716535,1467
2184074,1468
1518354,1469
2380532,1470
1983063,1471
2032430,1472
753068,1473
1410163,1474
625836,1475
1119813,1476
2198771,1477
870793,1478
394833,1479
1367604,1480
1804779,1481
1659364,1482
1361912,1483
1454938,1484
2041662,1485
1892234,1486
1333588,1487
1265452,1488
465371,1489
2287284,1490
188395,1491
2268271,1492
2245760,1493
1166556,1494
1908365,1495
491280,1496
603300,1497
1370920,1498
982632,1499
1785052,1500
1727693,1501
1749310,1502
432939,1503
598628,1504
1329032,1505
642912,1506
2157635,1507
1078752,1508
587313,1509
470612,1510
244524,1511
378085,1512
1682764,1513
794107,1514
1850523,1515
1915719,1516
822720,1517
1434027,1518
976289,1519
1150299,1520
957420,1521
585038,1522
2264223,1523
968105,1524
1382025,1525
1061818,1526
2453329,1527
2374768,1528
1835387,1529
289217,1530
275145,1531
1488845,1532
2315538,1533
1955397,1534
158626,1535
196700,1536
1672853,1537
199088,1538
593943,1539
490484,1540
2306033,1541
1453214,1542
214092,1543
1650671,1544
2421773,1545
535755,1546
777739,1547
576208,1548
1899450,1549
1675659,1550
348168,1551
1963597,1552
110056,1553
1837942,1554
1283229,1555
1333524,1556
598215,1557
1561935,1558
1168779,1559
1285336,1560
2104744,1561
1410269,1562
2089625,1563
539534,1564
1966781,1565
2340248,1566
2345320,1567
946862,1568
1758662,1569
1397059,1570
1250468,1571
897043,1572
278231,1573
111975,1574
936116,1575
958146,1576
197102,1577
446049,1578
674369,1579
542751,1580
915052,1581
1232273,1582
1088482,1583
1144856,1584
1131108,1585
1945521,1586
971171,1587
1644463,1588
1107111,1589
371520,1590
835193,1591
1834117,1592
2228170,1593
1134316,1594
1049682,1595
820876,1596
306349,1597
1229342,1598
981025,1599
278514,1600
1179619,1601
2412617,1602
1851995,1603
976948,1604
1117904,1605
1736057,1606
923739,1607
243117,1608
233965,1609
1687200,1610
1395869,1611
85621,1612
795951,1613
2433399,1614
2206874,1615
1391245,1616
1222303,1617
2139805,1618
2440901,1619
2418963,1620
1960018,1621
1994434,1622
1230926,1623
2325914,1624
2384162,1625
1446017,1626
761671,1627
2298371,1628
1164745,1629
1856772,1630
1811135,1631
468362,1632
371702,1633
1216996,1634
660659,1635
1150444,1636
680071,1637
1513078,1638
2225869,1639
2291032,1640
935057,1641
1465446,1642
1849051,1643
1309995,1644
1419164,1645
2323135,1646
1078880,1647
1396103,1648
2165294,1649
1862813,1650
835914,1651
1638152,1652
2188920,1653
1292152,1654
371608,1655
1236088,1656
842830,1657
1726212,1658
1684530,1659
2385262,1660
2395711,1661
1874694,1662
1844727,1663
1780964,1664
633805,1665
743220,1666
1786808,1667
519194,1668
1228537,1669
393719,1670
1122469,1671
2218924,1672
910803,1673
1945590,1674
2344327,1675
1699745,1676
1214617,1677
1365475,1678
1815055,1679
527750,1680
620104,1681
2328312,1682
1138715,1683
1617095,1684
1210801,1685
2380710,1686
526518,1687
374892,1688
1375752,1689
713257,1690
1686590,1691
323619,1692
2318599,1693
882267,1694
985246,1695
2386811,1696
868961,1697
864793,1698
768268,1699
2329223,1700
2329957,1701
574636,1702
2178298,1703
1954548,1704
1463333,1705
2015987,1706
236839,1707
585020,1708
1821713,1709
1313,1710
1044972,1711
375447,1712
1697309,1713
436728,1714
574794,1715
173706,1716
546227,1717
1864853,1718
169239,1719
2172611,1720
384123,1721
1469340,1722
1627254,1723
2002047,1724
1580457,1725
1290142,1726
650414,1727
532082,1728
1604130,1729
528739,1730
490687,1731
529383,1732
1484666,1733
654205,1734
1467190,1735
534157,1736
1211118,1737
703752,1738
8219,1739
1674097,1740
1649113,1741
1926254,1742
144794,1743
1743129,1744
1584857,1745
2044401,1746
1399063,1747
938999,1748
2300478,1749
1425206,1750
1196129,1751
559096,1752
1723548,1753
938269,1754
495469,1755
971077,1756
304694,1757
857176,1758
309893,1759
1317164,1760
535157,1761
1008175,1762
969509,1763
995818,1764
162288,1765
1939065,1766
2213485,1767
1267492,1768
1775405,1769
1172330,1770
2137049,1771
124944,1772
363968,1773
727980,1774
1959934,1775
2060600,1776
609803,1777
748524,1778
245767,1779
206922,1780
2361993,1781
1451272,1782
241626,1783
773056,1784
1691932,1785
723589,1786
345936,1787
2210719,1788
671137,1789
1582764,1790
1320358,1791
1563589,1792
1450451,1793
1357828,1794
398591,1795
1174975,1796
273346,1797
2333004,1798
1000637,1799
1647087,1800
518542,1801
1283712,1802
2413802,1803
1965929,1804
216400,1805
341947,1806
749660,1807
1738838,1808
1306150,1809
1506704,1810
2013775,1811
625123,1812
1582702,1813
931778,1814
1974973,1815
196441,1816
1821581,1817
1693516,1818
2150290,1819
758555,1820
808997,1821
583718,1822
684038,1823
2340265,1824
647595,1825
286332,1826
1671339,1827
1559899,1828
2238091,1829
354307,1830
2000598,1831
1997760,1832
1735438,1833
1576922,1834
2176769,1835
2289200,1836
715677,1837
1540560,1838
1802846,1839
1864351,1840
1783716,1841
1092003,1842
1622447,1843
2102093,1844
896668,1845
1223810,1846
37271,1847
1794987,1848
378282,1849
2103666,1850
2044,1851
116817,1852
1082961,1853
2447871,1854
2220750,1855
94996,1856
507766,1857
2048661,1858
225612,1859
1990948,1860
884145,1861
424475,1862
2049984,1863
2237864,1864
1240072,1865
516856,1866
530743,1867
123235,1868
2178942,1869
2109341,1870
1654538,1871
1286365,1872
643563,1873
929642,1874
124867,1875
1863030,1876
118278,1877
702983,1878
1527253,1879
1082851,1880
984758,1881
578420,1882
1901134,1883
425886,1884
1671489,1885
1089342,1886
827344,1887
1446002,1888
2365001,1889
868532,1890
2013093,1891
1500905,1892
1901547,1893
262415,1894
834724,1895
881329,1896
430293,1897
1204801,1898
532953,1899
484479,1900
2421256,1901
514018,1902
1341096,1903
848810,1904
467283,1905
946216,1906
660548,1907
2029184,1908
2039528,1909
2200892,1910
913561,1911
1782030,1912
525363,1913
1314214,1914
1481905,1915
1861381,1916
1360768,1917
795070,1918
1948381,1919
351094,1920
74392,1921
1268481,1922
944852,1923
699433,1924
1991083,1925
1813677,1926
1474324,1927
428274,1928
238820,1929
1299094,1930
522540,1931
2411514,1932
1265167,1933
257652,1934
811928,1935
1998175,1936
1444761,1937
1516791,1938
1511621,1939
2051036,1940
1090319,1941
86694,1942
206603,1943
1518386,1944
1827235,1945
1399746,1946
2064707,1947
2328303,1948
1428408,1949
2128431,1950
271502,1951
1138037,1952
573995,1953
2227935,1954
79798,1955
267407,1956
195176,1957
1687286,1958
184082,1959
1162184,1960
1465142,1961
2087725,1962
157871,1963
701897,1964
1399949,1965
36865,1966
2287610,1967
1291548,1968
676801,1969
782806,1970
150235,1971
2404366,1972
1770758,1973
1803286,1974
2102813,1975
371315,1976
2456544,1977
768936,1978
23158,1979
566344,1980
1319214,1981
2168453,1982
1343038,1983
1657213,1984
1713173,1985
1784485,1986
1057466,1987
1099455,1988
772076,1989
524461,1990
1729522,1991
136191,1992
724690,1993
1765343,1994
78274,1995
665550,1996
1812742,1997
633896,1998
1145487,1999
1283743,2000
1096387,2001
1592498,2002
826805,2003
909047,2004
1294817,2005
1094290,2006
571428,2007
2287642,2008
651339,2009
2300002,2010
1007967,2011
1181614,2012
33392,2013
1861977,2014
30238,2015
970816,2016
210131,2017
1914364,2018
99840,2019
632968,2020
714722,2021
21521,2022
1118218,2023
2020623,2024
1919282,2025
1652897,2026
45383,2027
345062,2028
307952,2029
1707282,2030
110453,2031
419814,2032
2073944,2033
530363,2034
388968,2035
1891371,2036
863110,2037
2409419,2038
875645,2039
1657683,2040
1723394,2041
2149799,2042
2198910,2043
1401788,2044
54194,2045
481813,2046
280224,2047
624419,2048
1263341,2049
143962,2050
1289177,2051
1837817,2052
2023667,2053
2264335,2054
1464688,2055
2208709,2056
1212427,2057
1807746,2058
1350338,2059
814999,2060
773428,2061
290338,2062
1088391,2063
1264874,2064
2375507,2065
967984,2066
2442811,2067
1221568,2068
2343114,2069
2001726,2070
648648,2071
2018191,2072
1848215,2073
2289425,2074
666441,2075
1938589,2076
1766383,2077
396999,2078
92344,2079
1329320,2080
1232607,2081
1451127,2082
516710,2083
1001401,2084
1327056,2085
1063000,2086
355433,2087
2386382,2088
1561770,2089
1021861,2090
386660,2091
2247577,2092
661721,2093
904515,2094
1167892,2095
217426,2096
745091,2097
682227,2098
68479,2099
2309806,2100
1782919,2101
1920016,2102
39461,2103
516945,2104
71490,2105
41516,2106
1295190,2107
2244979,2108
58416,2109
653895,2110
889415,2111
2113016,2112
1059799,2113
1670064,2114
624677,2115
1480128,2116
262153,2117
2212631,2118
164229,2119
1921052,2120
2028046,2121
1425909,2122
503918,2123
1158852,2124
1208827,2125
1018067,2126
223909,2127
609120,2128
32916,2129
274707,2130
75908,2131
1594649,2132
1017181,2133
1246867,2134
1345593,2135
2040705,2136
2045036,2137
323420,2138
1553523,2139
1589392,2140
462858,2141
468564,2142
1634975,2143
2071618,2144
481046,2145
2410081,2146
1307374,2147
2219096,2148
2377808,2149
626820,2150
78081,2151
2020922,2152
1747755,2153
142019,2154
2425772,2155
1022945,2156
1420759,2157
21949,2158
164868,2159
2252154,2160
780932,2161
372958,2162
1119537,2163
689798,2164
1552015,2165
816248,2166
1451783,2167
714939,2168
1581009,2169
1612488,2170
825777,2171
477699,2172
1119015,2173
638100,2174
1767632,2175
655834,2176
2017122,2177
324916,2178
1130803,2179
1253738,2180
1440053,2181
1705627,2182
1064560,2183
1142198,2184
2352498,2185
1126934,2186
1161748,2187
206587,2188
2016589,2189
2427477,2190
718212,2191
669110,2192
1852382,2193
910111,2194
947023,2195
2376,2196
469801,2197
1748997,2198
15873,2199
1171250,2200
1007171,2201
1222105,2202
692803,2203
1260131,2204
235470,2205
1462371,2206
29896,2207
524417,2208
1285422,2209
1476956,2210
1465168,2211
637315,2212
145400,2213
1479720,2214
35782,2215
26093,2216
2049567,2217
2231644,2218
1194962,2219
775905,2220
23214,2221
1687060,2222
48344,2223
18048,2224
1312369,2225
1061068,2226
1533646,2227
901886,2228
731353,2229
1926368,2230
1740573,2231
179389,2232
402168,2233
470428,2234
959671,2235
1116902,2236
2212304,2237
1923859,2238
1541046,2239
150042,2240
1066082,2241
2264815,2242
1285277,2243
759425,2244
1089882,2245
1388288,2246
2317523,2247
184166,2248
1377353,2249
421438,2250
2329388,2251
461257,2252
1785805,2253
1778255,2254
979644,2255
1141371,2256
1833947,2257
1908071,2258
1691946,2259
1342129,2260
424499,2261
56144,2262
313006,2263
2437297,2264
1700277,2265
201289,2266
806369,2267
2345315,2268
1615326,2269
1852124,2270
